u	v
ENSG00000166851	ENSG00000100567
ENSG00000129084	ENSG00000100567
ENSG00000100902	ENSG00000100567
ENSG00000088930	ENSG00000100567
ENSG00000166851	ENSG00000143106
ENSG00000155660	ENSG00000084674
ENSG00000240508	ENSG00000205220
ENSG00000184500	ENSG00000115718
ENSG00000101000	ENSG00000115718
ENSG00000188488	ENSG00000115718
ENSG00000030582	ENSG00000120693
ENSG00000106803	ENSG00000084674
ENSG00000055332	ENSG00000141510
ENSG00000115415	ENSG00000055332
ENSG00000102580	ENSG00000055332
ENSG00000055332	ENSG00000066027
ENSG00000197442	ENSG00000055332
ENSG00000129691	ENSG00000120693
ENSG00000104365	ENSG00000055332
ENSG00000139546	ENSG00000055332
ENSG00000110958	ENSG00000055332
ENSG00000186298	ENSG00000055332
ENSG00000137492	ENSG00000055332
ENSG00000128563	ENSG00000055332
ENSG00000172531	ENSG00000055332
ENSG00000100030	ENSG00000169032
ENSG00000276536	ENSG00000169032
ENSG00000136997	ENSG00000169032
ENSG00000078061	ENSG00000169032
ENSG00000106070	ENSG00000169032
ENSG00000102882	ENSG00000169032
ENSG00000085511	ENSG00000169032
ENSG00000120729	ENSG00000128591
ENSG00000089220	ENSG00000169032
ENSG00000134020	ENSG00000169032
ENSG00000138834	ENSG00000169032
ENSG00000171435	ENSG00000169032
ENSG00000120693	ENSG00000164683
ENSG00000142627	ENSG00000179295
ENSG00000179295	ENSG00000120156
ENSG00000179295	ENSG00000115415
ENSG00000179295	ENSG00000134352
ENSG00000169398	ENSG00000179295
ENSG00000185950	ENSG00000179295
ENSG00000112964	ENSG00000179295
ENSG00000116678	ENSG00000179295
ENSG00000123384	ENSG00000130203
ENSG00000105974	ENSG00000179295
ENSG00000179776	ENSG00000179295
ENSG00000179295	ENSG00000120899
ENSG00000179295	ENSG00000126561
ENSG00000099942	ENSG00000179295
ENSG00000089159	ENSG00000179295
ENSG00000167613	ENSG00000179295
ENSG00000117090	ENSG00000179295
ENSG00000179295	ENSG00000173757
ENSG00000179295	ENSG00000197965
ENSG00000168995	ENSG00000179295
ENSG00000179295	ENSG00000109458
ENSG00000137078	ENSG00000179295
ENSG00000085514	ENSG00000179295
ENSG00000179295	ENSG00000033327
ENSG00000162739	ENSG00000179295
ENSG00000161640	ENSG00000179295
ENSG00000179295	ENSG00000166225
ENSG00000186265	ENSG00000179295
ENSG00000160219	ENSG00000179295
ENSG00000281614	ENSG00000179295
ENSG00000130203	ENSG00000277956
ENSG00000228090	ENSG00000179295
ENSG00000161911	ENSG00000179295
ENSG00000186818	ENSG00000179295
ENSG00000197746	ENSG00000120693
ENSG00000152208	ENSG00000088179
ENSG00000100030	ENSG00000110786
ENSG00000102882	ENSG00000110786
ENSG00000104722	ENSG00000130203
ENSG00000198734	ENSG00000184500
ENSG00000185010	ENSG00000184500
ENSG00000120156	ENSG00000127329
ENSG00000179776	ENSG00000127329
ENSG00000018236	ENSG00000127329
ENSG00000100979	ENSG00000130203
ENSG00000091129	ENSG00000127329
ENSG00000081026	ENSG00000127329
ENSG00000105397	ENSG00000111679
ENSG00000115085	ENSG00000111679
ENSG00000163932	ENSG00000111679
ENSG00000180616	ENSG00000111679
ENSG00000097007	ENSG00000111679
ENSG00000165025	ENSG00000111679
ENSG00000134352	ENSG00000111679
ENSG00000198561	ENSG00000111679
ENSG00000105974	ENSG00000111679
ENSG00000124357	ENSG00000120693
ENSG00000043462	ENSG00000111679
ENSG00000111679	ENSG00000198053
ENSG00000147852	ENSG00000130203
ENSG00000120725	ENSG00000120693
ENSG00000173757	ENSG00000111679
ENSG00000095585	ENSG00000111679
ENSG00000085514	ENSG00000111679
ENSG00000111679	ENSG00000033327
ENSG00000162739	ENSG00000111679
ENSG00000177791	ENSG00000128591
ENSG00000081479	ENSG00000130203
ENSG00000161640	ENSG00000111679
ENSG00000186265	ENSG00000111679
ENSG00000072694	ENSG00000111679
ENSG00000228090	ENSG00000111679
ENSG00000161911	ENSG00000111679
ENSG00000274513	ENSG00000111679
ENSG00000186818	ENSG00000111679
ENSG00000186074	ENSG00000111679
ENSG00000276726	ENSG00000120693
ENSG00000107984	ENSG00000120693
ENSG00000141646	ENSG00000135924
ENSG00000111679	ENSG00000145675
ENSG00000157193	ENSG00000130203
ENSG00000111679	ENSG00000120899
ENSG00000197122	ENSG00000132670
ENSG00000130164	ENSG00000130203
ENSG00000105397	ENSG00000196396
ENSG00000196396	ENSG00000197122
ENSG00000198400	ENSG00000196396
ENSG00000140538	ENSG00000196396
ENSG00000148053	ENSG00000196396
ENSG00000105974	ENSG00000196396
ENSG00000196396	ENSG00000126561
ENSG00000050820	ENSG00000196396
ENSG00000261893	ENSG00000196396
ENSG00000196396	ENSG00000173757
ENSG00000082701	ENSG00000196396
ENSG00000013441	ENSG00000196396
ENSG00000141646	ENSG00000140382
ENSG00000141646	ENSG00000124571
ENSG00000111676	ENSG00000087077
ENSG00000039068	ENSG00000173482
ENSG00000198561	ENSG00000173482
ENSG00000100030	ENSG00000143851
ENSG00000112062	ENSG00000143851
ENSG00000102882	ENSG00000143851
ENSG00000108262	ENSG00000106278
ENSG00000186471	ENSG00000114302
ENSG00000121057	ENSG00000114302
ENSG00000129993	ENSG00000114302
ENSG00000127914	ENSG00000114302
ENSG00000170776	ENSG00000114302
ENSG00000179841	ENSG00000114302
ENSG00000111254	ENSG00000114302
ENSG00000151320	ENSG00000114302
ENSG00000105127	ENSG00000114302
ENSG00000023516	ENSG00000114302
ENSG00000131016	ENSG00000114302
ENSG00000118508	ENSG00000114302
ENSG00000124198	ENSG00000114302
ENSG00000136449	ENSG00000114302
ENSG00000141646	ENSG00000108107
ENSG00000141646	ENSG00000145022
ENSG00000108946	ENSG00000188191
ENSG00000121057	ENSG00000188191
ENSG00000186471	ENSG00000284096
ENSG00000121057	ENSG00000284096
ENSG00000127914	ENSG00000284096
ENSG00000179841	ENSG00000284096
ENSG00000108599	ENSG00000284096
ENSG00000023516	ENSG00000284096
ENSG00000144824	ENSG00000128591
ENSG00000141646	ENSG00000085063
ENSG00000180210	ENSG00000181104
ENSG00000178726	ENSG00000180210
ENSG00000137801	ENSG00000180210
ENSG00000185245	ENSG00000180210
ENSG00000132646	ENSG00000100823
ENSG00000188488	ENSG00000180210
ENSG00000180210	ENSG00000080618
ENSG00000149131	ENSG00000180210
ENSG00000005961	ENSG00000180210
ENSG00000136810	ENSG00000100823
ENSG00000141646	ENSG00000136235
ENSG00000141646	ENSG00000101158
ENSG00000141646	ENSG00000156711
ENSG00000141646	ENSG00000156508
ENSG00000141510	ENSG00000100823
ENSG00000160307	ENSG00000160678
ENSG00000196218	ENSG00000160678
ENSG00000068976	ENSG00000160678
ENSG00000231268	ENSG00000160678
ENSG00000196154	ENSG00000160678
ENSG00000141646	ENSG00000142675
ENSG00000141646	ENSG00000145916
ENSG00000073050	ENSG00000100823
ENSG00000131724	ENSG00000105397
ENSG00000105397	ENSG00000115415
ENSG00000134352	ENSG00000105397
ENSG00000185950	ENSG00000105397
ENSG00000112964	ENSG00000105397
ENSG00000099942	ENSG00000105397
ENSG00000100462	ENSG00000105397
ENSG00000115145	ENSG00000105397
ENSG00000144747	ENSG00000151422
ENSG00000070193	ENSG00000066468
ENSG00000105851	ENSG00000070886
ENSG00000168496	ENSG00000100823
ENSG00000184349	ENSG00000070886
ENSG00000169242	ENSG00000142627
ENSG00000160691	ENSG00000142627
ENSG00000169398	ENSG00000142627
ENSG00000155926	ENSG00000142627
ENSG00000184349	ENSG00000142627
ENSG00000143727	ENSG00000142627
ENSG00000198821	ENSG00000115085
ENSG00000097007	ENSG00000115085
ENSG00000107338	ENSG00000115085
ENSG00000100393	ENSG00000100823
ENSG00000160691	ENSG00000115085
ENSG00000155926	ENSG00000115085
ENSG00000115085	ENSG00000043462
ENSG00000087266	ENSG00000115085
ENSG00000115085	ENSG00000213658
ENSG00000114423	ENSG00000115085
ENSG00000137078	ENSG00000115085
ENSG00000102683	ENSG00000128591
ENSG00000282947	ENSG00000100823
ENSG00000115085	ENSG00000033327
ENSG00000101082	ENSG00000115085
ENSG00000115085	ENSG00000136279
ENSG00000160856	ENSG00000115085
ENSG00000143727	ENSG00000115085
ENSG00000198851	ENSG00000115085
ENSG00000100644	ENSG00000100823
ENSG00000171132	ENSG00000100030
ENSG00000100030	ENSG00000072310
ENSG00000100030	ENSG00000172216
ENSG00000132781	ENSG00000100823
ENSG00000100030	ENSG00000141510
ENSG00000177189	ENSG00000100030
ENSG00000126767	ENSG00000100030
ENSG00000108861	ENSG00000100030
ENSG00000112062	ENSG00000100030
ENSG00000198911	ENSG00000100030
ENSG00000160691	ENSG00000100030
ENSG00000100030	ENSG00000120129
ENSG00000126934	ENSG00000100030
ENSG00000108561	ENSG00000100030
ENSG00000100030	ENSG00000132170
ENSG00000126561	ENSG00000100030
ENSG00000100030	ENSG00000281877
ENSG00000071242	ENSG00000100030
ENSG00000204843	ENSG00000100823
ENSG00000089159	ENSG00000100030
ENSG00000070501	ENSG00000100823
ENSG00000120875	ENSG00000100030
ENSG00000153233	ENSG00000100030
ENSG00000100030	ENSG00000230128
ENSG00000173267	ENSG00000100030
ENSG00000100030	ENSG00000138166
ENSG00000140350	ENSG00000100823
ENSG00000162734	ENSG00000100030
ENSG00000162302	ENSG00000100030
ENSG00000117650	ENSG00000100030
ENSG00000099875	ENSG00000100030
ENSG00000068024	ENSG00000100030
ENSG00000119335	ENSG00000100823
ENSG00000104517	ENSG00000100030
ENSG00000089220	ENSG00000100030
ENSG00000145901	ENSG00000100030
ENSG00000100030	ENSG00000141232
ENSG00000103275	ENSG00000100823
ENSG00000079277	ENSG00000100030
ENSG00000100030	ENSG00000280962
ENSG00000171435	ENSG00000100030
ENSG00000100030	ENSG00000120896
ENSG00000184408	ENSG00000128591
ENSG00000154229	ENSG00000158517
ENSG00000166148	ENSG00000154229
ENSG00000179218	ENSG00000123384
ENSG00000108561	ENSG00000154229
ENSG00000164924	ENSG00000154229
ENSG00000283777	ENSG00000123384
ENSG00000114026	ENSG00000154229
ENSG00000154229	ENSG00000075651
ENSG00000129219	ENSG00000154229
ENSG00000075618	ENSG00000154229
ENSG00000132535	ENSG00000154229
ENSG00000179841	ENSG00000154229
ENSG00000131016	ENSG00000154229
ENSG00000170027	ENSG00000154229
ENSG00000196526	ENSG00000154229
ENSG00000166035	ENSG00000123384
ENSG00000154229	ENSG00000118194
ENSG00000166501	ENSG00000158517
ENSG00000166501	ENSG00000010671
ENSG00000144061	ENSG00000128591
ENSG00000110492	ENSG00000123384
ENSG00000116741	ENSG00000166501
ENSG00000106366	ENSG00000123384
ENSG00000242372	ENSG00000166501
ENSG00000120063	ENSG00000166501
ENSG00000140992	ENSG00000166501
ENSG00000170027	ENSG00000166501
ENSG00000163110	ENSG00000166501
ENSG00000104368	ENSG00000123384
ENSG00000196526	ENSG00000166501
ENSG00000183421	ENSG00000166501
ENSG00000011422	ENSG00000123384
ENSG00000159399	ENSG00000171132
ENSG00000001626	ENSG00000171132
ENSG00000051382	ENSG00000171132
ENSG00000213585	ENSG00000171132
ENSG00000184304	ENSG00000171132
ENSG00000163110	ENSG00000171132
ENSG00000137801	ENSG00000123384
ENSG00000184432	ENSG00000171132
ENSG00000196526	ENSG00000171132
ENSG00000104408	ENSG00000120693
ENSG00000100311	ENSG00000123384
ENSG00000163932	ENSG00000158517
ENSG00000163932	ENSG00000116044
ENSG00000163932	ENSG00000115415
ENSG00000160691	ENSG00000163932
ENSG00000197122	ENSG00000123384
ENSG00000163932	ENSG00000134352
ENSG00000253729	ENSG00000163932
ENSG00000120899	ENSG00000163932
ENSG00000108561	ENSG00000163932
ENSG00000129219	ENSG00000163932
ENSG00000168615	ENSG00000163932
ENSG00000051382	ENSG00000163932
ENSG00000140992	ENSG00000163932
ENSG00000170027	ENSG00000163932
ENSG00000175445	ENSG00000123384
ENSG00000196526	ENSG00000163932
ENSG00000183421	ENSG00000163932
ENSG00000164591	ENSG00000128591
ENSG00000185010	ENSG00000123384
ENSG00000172840	ENSG00000163932
ENSG00000152689	ENSG00000163932
ENSG00000164951	ENSG00000163932
ENSG00000156299	ENSG00000126583
ENSG00000116741	ENSG00000126583
ENSG00000101981	ENSG00000123384
ENSG00000170027	ENSG00000126583
ENSG00000163110	ENSG00000126583
ENSG00000109158	ENSG00000126583
ENSG00000196526	ENSG00000126583
ENSG00000160691	ENSG00000123384
ENSG00000114626	ENSG00000120693
ENSG00000157227	ENSG00000123384
ENSG00000099341	ENSG00000120693
ENSG00000197122	ENSG00000067606
ENSG00000067606	ENSG00000158517
ENSG00000184216	ENSG00000067606
ENSG00000101096	ENSG00000067606
ENSG00000067606	ENSG00000166913
ENSG00000115290	ENSG00000067606
ENSG00000161011	ENSG00000067606
ENSG00000175104	ENSG00000067606
ENSG00000168040	ENSG00000067606
ENSG00000137764	ENSG00000067606
ENSG00000167657	ENSG00000067606
ENSG00000140992	ENSG00000067606
ENSG00000102981	ENSG00000067606
ENSG00000067606	ENSG00000275199
ENSG00000177425	ENSG00000067606
ENSG00000149557	ENSG00000067606
ENSG00000171055	ENSG00000067606
ENSG00000105963	ENSG00000067606
ENSG00000104695	ENSG00000183530
ENSG00000178184	ENSG00000067606
ENSG00000170365	ENSG00000115561
ENSG00000124171	ENSG00000067606
ENSG00000170365	ENSG00000183020
ENSG00000141510	ENSG00000160307
ENSG00000231268	ENSG00000160307
ENSG00000116489	ENSG00000160307
ENSG00000142192	ENSG00000087085
ENSG00000128271	ENSG00000077522
ENSG00000163191	ENSG00000160307
ENSG00000140575	ENSG00000160307
ENSG00000104419	ENSG00000160307
ENSG00000112079	ENSG00000160307
ENSG00000170365	ENSG00000182944
ENSG00000124942	ENSG00000160307
ENSG00000170365	ENSG00000040933
ENSG00000166313	ENSG00000123384
ENSG00000170365	ENSG00000085662
ENSG00000170365	ENSG00000007541
ENSG00000131269	ENSG00000066926
ENSG00000170365	ENSG00000134644
ENSG00000170365	ENSG00000163812
ENSG00000094804	ENSG00000159792
ENSG00000132535	ENSG00000123384
ENSG00000133703	ENSG00000166947
ENSG00000173406	ENSG00000123384
ENSG00000117758	ENSG00000166947
ENSG00000145879	ENSG00000166947
ENSG00000118513	ENSG00000178573
ENSG00000005339	ENSG00000178573
ENSG00000105698	ENSG00000178573
ENSG00000197063	ENSG00000178573
ENSG00000121653	ENSG00000123384
ENSG00000100393	ENSG00000178573
ENSG00000125398	ENSG00000178573
ENSG00000206561	ENSG00000114200
ENSG00000187908	ENSG00000122852
ENSG00000123159	ENSG00000123384
ENSG00000170365	ENSG00000283847
ENSG00000187908	ENSG00000133661
ENSG00000137673	ENSG00000132692
ENSG00000115234	ENSG00000123384
ENSG00000078061	ENSG00000067225
ENSG00000077348	ENSG00000067225
ENSG00000163114	ENSG00000168291
ENSG00000110435	ENSG00000168291
ENSG00000119185	ENSG00000123384
ENSG00000131828	ENSG00000168291
ENSG00000137955	ENSG00000105649
ENSG00000184007	ENSG00000137955
ENSG00000070950	ENSG00000119048
ENSG00000024048	ENSG00000119048
ENSG00000023839	ENSG00000137710
ENSG00000141522	ENSG00000137710
ENSG00000214274	ENSG00000077522
ENSG00000008735	ENSG00000123384
ENSG00000120063	ENSG00000137710
ENSG00000188419	ENSG00000105649
ENSG00000198929	ENSG00000123384
ENSG00000183155	ENSG00000105649
ENSG00000262334	ENSG00000105649
ENSG00000105404	ENSG00000105649
ENSG00000102362	ENSG00000105649
ENSG00000147041	ENSG00000105649
ENSG00000079841	ENSG00000105649
ENSG00000176406	ENSG00000105649
ENSG00000127328	ENSG00000105649
ENSG00000144366	ENSG00000123384
ENSG00000089169	ENSG00000105649
ENSG00000137699	ENSG00000120693
ENSG00000164924	ENSG00000166592
ENSG00000148660	ENSG00000166592
ENSG00000198467	ENSG00000166592
ENSG00000173327	ENSG00000177105
ENSG00000213463	ENSG00000123384
ENSG00000126777	ENSG00000177105
ENSG00000150760	ENSG00000177105
ENSG00000134215	ENSG00000177105
ENSG00000145703	ENSG00000177105
ENSG00000155849	ENSG00000177105
ENSG00000112033	ENSG00000120693
ENSG00000285193	ENSG00000138069
ENSG00000175390	ENSG00000120693
ENSG00000066455	ENSG00000138069
ENSG00000138768	ENSG00000138069
ENSG00000057608	ENSG00000104388
ENSG00000117475	ENSG00000104388
ENSG00000262334	ENSG00000169213
ENSG00000176406	ENSG00000169213
ENSG00000089169	ENSG00000169213
ENSG00000103496	ENSG00000168118
ENSG00000057608	ENSG00000168118
ENSG00000127445	ENSG00000168118
ENSG00000029725	ENSG00000168118
ENSG00000101350	ENSG00000168118
ENSG00000198087	ENSG00000168118
ENSG00000105404	ENSG00000168118
ENSG00000156675	ENSG00000168118
ENSG00000284260	ENSG00000168118
ENSG00000160113	ENSG00000185551
ENSG00000131381	ENSG00000168118
ENSG00000103496	ENSG00000144566
ENSG00000057608	ENSG00000144566
ENSG00000137575	ENSG00000144566
ENSG00000029725	ENSG00000144566
ENSG00000105404	ENSG00000144566
ENSG00000102189	ENSG00000144566
ENSG00000174791	ENSG00000144566
ENSG00000129152	ENSG00000185551
ENSG00000172794	ENSG00000144566
ENSG00000178038	ENSG00000144566
ENSG00000132669	ENSG00000144566
ENSG00000131381	ENSG00000144566
ENSG00000175582	ENSG00000203879
ENSG00000175582	ENSG00000188419
ENSG00000116478	ENSG00000185551
ENSG00000151746	ENSG00000175582
ENSG00000105404	ENSG00000175582
ENSG00000082805	ENSG00000175582
ENSG00000011454	ENSG00000175582
ENSG00000147041	ENSG00000175582
ENSG00000175582	ENSG00000204843
ENSG00000112984	ENSG00000175582
ENSG00000185963	ENSG00000175582
ENSG00000167770	ENSG00000120693
ENSG00000033178	ENSG00000120693
ENSG00000102189	ENSG00000111540
ENSG00000100599	ENSG00000111540
ENSG00000132669	ENSG00000111540
ENSG00000198400	ENSG00000116473
ENSG00000160271	ENSG00000116473
ENSG00000169220	ENSG00000116473
ENSG00000156973	ENSG00000116473
ENSG00000105404	ENSG00000116473
ENSG00000158987	ENSG00000116473
ENSG00000159496	ENSG00000116473
ENSG00000138698	ENSG00000116473
ENSG00000119866	ENSG00000185551
ENSG00000136237	ENSG00000116473
ENSG00000153561	ENSG00000120693
ENSG00000237441	ENSG00000127314
ENSG00000266094	ENSG00000127314
ENSG00000160271	ENSG00000125249
ENSG00000169220	ENSG00000125249
ENSG00000266094	ENSG00000125249
ENSG00000158987	ENSG00000125249
ENSG00000108309	ENSG00000125249
ENSG00000160271	ENSG00000181467
ENSG00000156973	ENSG00000181467
ENSG00000033800	ENSG00000185551
ENSG00000196924	ENSG00000006451
ENSG00000075651	ENSG00000006451
ENSG00000149970	ENSG00000006451
ENSG00000017797	ENSG00000006451
ENSG00000116903	ENSG00000006451
ENSG00000159496	ENSG00000006451
ENSG00000112685	ENSG00000006451
ENSG00000157077	ENSG00000172531
ENSG00000017797	ENSG00000144118
ENSG00000159496	ENSG00000144118
ENSG00000105974	ENSG00000142949
ENSG00000038382	ENSG00000142949
ENSG00000139220	ENSG00000142949
ENSG00000131626	ENSG00000142949
ENSG00000125266	ENSG00000044524
ENSG00000184349	ENSG00000044524
ENSG00000284260	ENSG00000044524
ENSG00000175097	ENSG00000166349
ENSG00000136628	ENSG00000113643
ENSG00000132383	ENSG00000051180
ENSG00000097007	ENSG00000051180
ENSG00000141510	ENSG00000051180
ENSG00000144554	ENSG00000051180
ENSG00000139618	ENSG00000051180
ENSG00000116030	ENSG00000051180
ENSG00000100206	ENSG00000051180
ENSG00000111247	ENSG00000051180
ENSG00000197275	ENSG00000051180
ENSG00000197299	ENSG00000051180
ENSG00000149311	ENSG00000051180
ENSG00000103275	ENSG00000051180
ENSG00000198055	ENSG00000109047
ENSG00000198873	ENSG00000109047
ENSG00000105974	ENSG00000109047
ENSG00000113712	ENSG00000180198
ENSG00000113712	ENSG00000180198
ENSG00000132341	ENSG00000180198
ENSG00000132341	ENSG00000180198
ENSG00000099901	ENSG00000180198
ENSG00000099901	ENSG00000180198
ENSG00000082898	ENSG00000180198
ENSG00000082898	ENSG00000180198
ENSG00000031823	ENSG00000180198
ENSG00000031823	ENSG00000180198
ENSG00000182220	ENSG00000143839
ENSG00000168259	ENSG00000120693
ENSG00000117748	ENSG00000132383
ENSG00000106399	ENSG00000132383
ENSG00000164022	ENSG00000113643
ENSG00000141510	ENSG00000132383
ENSG00000136936	ENSG00000132383
ENSG00000253729	ENSG00000132383
ENSG00000197299	ENSG00000132383
ENSG00000165392	ENSG00000132383
ENSG00000132781	ENSG00000132383
ENSG00000204086	ENSG00000132383
ENSG00000132383	ENSG00000127311
ENSG00000002016	ENSG00000132383
ENSG00000141556	ENSG00000120693
ENSG00000106399	ENSG00000117748
ENSG00000076248	ENSG00000117748
ENSG00000136936	ENSG00000117748
ENSG00000253729	ENSG00000117748
ENSG00000115942	ENSG00000117748
ENSG00000152669	ENSG00000117748
ENSG00000002016	ENSG00000117748
ENSG00000167565	ENSG00000117748
ENSG00000134308	ENSG00000120693
ENSG00000204086	ENSG00000106399
